# Options: --keepunused --dodsnsmt --runsmtanalysistype=binarysearch --smtmultithread=allthreads --smtcalcstats --flowsensitive --hazardsensitivewaw --toposortinput
# Format: Benchmark,Trace,Initial-CSs,Initial-Stmts,Initial-Vars,Reduced-CSs,Reduced-Stmts,Reduced-Vars,Init0-CSs,Init0-Stmts,Init0-Vars,Init1-CSs,Init1-Stmts,Init1-Vars,Init2-CSs,Init2-Stmts,Init2-Vars,slice0-CSs,slice0-Stmts,slice0-Vars,slice1-CSs,slice1-Stmts,slice1-Vars,slice2-CSs,slice2-Stmts,slice2-Vars,Time[s]
apache1,393,6,110,57,5,26,11,0,59,35,0,22,16,0,29,20,0,11,6,0,6,8,0,9,9,4.32105588913
apache1,338,8,120,61,6,32,13,0,59,35,0,27,20,0,34,23,0,11,6,0,8,9,0,13,11,5.39809298515
apache1,413,4,120,61,4,18,7,0,59,35,0,40,26,0,21,13,0,8,4,0,4,7,0,6,6,2.15625905991
apache1,75,5,97,53,5,25,11,0,59,35,0,20,16,0,18,15,0,11,6,0,6,9,0,8,9,2.95157408714
apache1,341,6,120,61,6,32,13,0,59,35,0,27,19,0,34,22,0,11,6,0,8,9,0,13,11,5.47560214996
apache1,295,6,110,57,5,26,11,0,59,35,0,22,16,0,29,20,0,11,6,0,6,8,0,9,9,3.72263479233
apache1,188,3,100,53,3,17,7,0,59,35,0,22,14,0,19,12,0,8,4,0,6,6,0,3,6,1.88995790482
apache1,76,5,92,51,5,24,11,0,59,35,0,20,16,0,13,13,0,11,6,0,6,9,0,7,9,2.98525810242
apache1,144,4,110,57,4,26,11,0,59,35,0,20,15,0,31,19,0,11,6,0,5,8,0,10,9,3.2573299408
apache1,187,2,100,53,2,17,7,0,59,35,0,17,12,0,24,14,0,8,4,0,3,5,0,6,5,1.7747900486
apache1,381,6,110,57,5,26,11,0,59,35,0,31,23,0,20,15,0,11,6,0,11,10,0,4,6,3.66460204124
apache1,140,4,120,61,4,32,13,0,59,35,0,29,19,0,32,20,0,11,6,0,7,9,0,14,11,5.2703230381
apache1,294,6,110,57,5,26,11,0,59,35,0,22,16,0,29,20,0,11,6,0,6,8,0,9,9,3.85664606094
apache1,378,3,110,57,3,26,11,0,59,35,0,30,20,0,21,14,0,11,6,0,11,9,0,4,6,3.60817980766
apache1,281,4,124,61,4,18,7,0,59,35,0,20,15,0,45,29,0,8,4,0,5,7,0,5,6,1.94036483765
apache1,379,5,110,57,5,26,11,0,59,35,0,31,22,0,20,14,0,11,6,0,10,10,0,5,6,3.52504682541
apache1,420,4,110,57,4,26,11,0,59,35,0,29,19,0,22,13,0,11,6,0,9,10,0,6,7,3.40164804459
apache1,249,6,120,61,4,32,13,0,59,35,0,28,20,0,33,23,0,11,6,0,9,9,0,12,11,5.27602505684
apache2,15,5,102,55,3,13,7,0,65,38,0,17,15,0,20,19,0,3,2,0,9,7,0,1,6,1.53930091858
apache2,22,4,171,90,2,13,7,0,65,38,0,16,17,0,90,58,0,3,2,0,7,7,0,3,5,1.70077013969
apache2,19,4,171,90,4,13,7,0,65,38,0,14,13,0,92,61,0,3,2,0,6,7,0,4,7,1.70725107193
apache2,21,4,171,90,2,13,7,0,65,38,0,94,61,0,12,15,0,3,2,0,5,6,0,5,7,1.72728896141
apache2,20,4,171,90,2,13,7,0,65,38,0,90,58,0,16,17,0,3,2,0,3,5,0,7,7,1.74236798286
apache2,16,2,78,43,2,13,7,0,65,38,0,6,5,0,7,7,0,3,2,0,3,5,0,7,7,1.45747709274
apache2,17,4,102,55,2,13,7,0,65,38,0,21,18,0,16,12,0,3,2,0,7,7,0,3,5,1.54074907303
apache2,18,3,78,43,3,13,7,0,65,38,0,8,7,0,5,7,0,3,2,0,5,6,0,5,7,1.48174095154
bankaccount,5,5,98,22,5,67,15,0,37,16,0,35,13,0,26,12,0,22,11,0,24,15,0,21,14,12.7023248672
bankaccount,19,6,98,22,6,71,16,0,37,16,0,36,14,0,25,11,0,24,12,0,30,15,0,17,16,14.456371069
bankaccount,16,6,99,22,6,71,16,0,37,16,0,36,14,0,26,12,0,24,12,0,30,15,0,17,16,13.7242820263
bankaccount,17,6,99,22,6,71,16,0,37,16,0,36,14,0,26,12,0,24,12,0,30,15,0,17,16,16.454310894
bankaccount,18,7,99,22,7,67,15,0,37,16,0,36,14,0,26,12,0,22,11,0,24,15,0,21,14,13.7347049713
bluetooth,6,5,21,10,5,14,7,0,10,8,0,5,6,0,6,6,0,7,5,0,4,7,0,3,6,1.43113803864
pool,152,3,471,147,3,323,103,0,118,33,0,160,62,0,193,71,0,44,14,0,131,55,0,148,59,115.478116989
pool,146,4,471,147,4,327,103,0,118,33,0,182,71,0,171,62,0,44,14,0,139,63,0,144,57,124.899090052
pool,130,4,518,162,4,334,106,0,118,33,0,182,71,0,218,77,0,44,14,0,139,63,0,151,60,116.800257921
pool,131,4,518,162,4,338,106,0,118,33,0,182,71,0,218,77,0,44,14,0,139,63,0,155,60,301.679632902
pool,143,4,471,147,4,324,103,0,118,33,0,182,71,0,171,62,0,44,14,0,139,63,0,141,57,106.368471861
pool,149,3,471,147,3,320,103,0,118,33,0,160,62,0,193,71,0,44,14,0,128,55,0,148,59,122.867251158
pool,138,3,518,162,3,334,106,0,118,33,0,207,77,0,193,71,0,44,14,0,142,58,0,148,59,121.014708996
pool,137,3,518,162,3,330,106,0,118,33,0,207,77,0,193,71,0,44,14,0,138,58,0,148,59,141.978887081
deadlock,9,5,29,7,5,27,7,0,13,7,0,8,7,0,8,6,0,13,7,0,7,6,0,7,6,2.97330713272
