# Options: --keepunused --dodsnsmt --runsmtanalysistype=binarysearch --smtmultithread=allthreads --smtcalcstats --hazardsensitivewaw --toposortinput --nointrathreadhazard
# Format: Benchmark,Trace,Initial-CSs,Initial-Stmts,Initial-Vars,Init0-CSs,Init0-Stmts,Init0-Vars,Init1-CSs,Init1-Stmts,Init1-Vars,Init2-CSs,Init2-Stmts,Init2-Vars,Reduced-CSs,Reduced-Stmts,Reduced-Vars,slice0-CSs,slice0-Stmts,slice0-Vars,slice1-CSs,slice1-Stmts,slice1-Vars,slice2-CSs,slice2-Stmts,slice2-Vars,Time[s]
apache1,265,9,120,61,0,59,35,0,33,24,0,28,20,6,9,8,0,1,1,0,3,5,0,5,8,0.401113986969
apache1,143,4,110,57,0,59,35,0,19,14,0,32,19,4,7,6,0,1,1,0,3,6,0,3,5,0.324672937393
apache1,112,4,124,61,0,59,35,0,17,14,0,48,31,4,8,6,0,2,2,0,3,6,0,3,5,0.40451002121
apache1,413,4,120,61,0,59,35,0,40,26,0,21,13,4,10,7,0,3,3,0,3,6,0,4,6,0.403494119644
apache1,235,6,120,61,0,59,35,0,27,19,0,34,23,4,8,8,0,1,1,0,5,8,0,2,5,0.353697061539
apache1,416,4,110,57,0,59,35,0,29,20,0,22,15,4,7,7,0,2,2,0,2,6,0,3,6,0.323796033859
apache1,305,5,97,53,0,59,35,0,22,15,0,16,15,5,8,8,0,2,2,0,4,5,0,2,7,0.344076871872
apache1,186,4,100,53,0,59,35,0,17,12,0,24,14,4,9,7,0,3,3,0,2,6,0,4,6,0.384583950043
apache1,205,3,124,61,0,59,35,0,21,15,0,44,29,2,8,6,0,2,2,0,4,5,0,2,4,0.382146120071
apache1,236,6,120,61,0,59,35,0,28,20,0,33,22,6,8,6,0,1,1,0,4,6,0,3,5,0.347294092178
apache1,337,8,120,61,0,59,35,0,27,20,0,34,23,6,9,8,0,1,1,0,5,8,0,3,5,0.370978832245
apache1,206,4,120,61,0,59,35,0,21,19,0,40,28,2,8,6,0,2,2,0,4,5,0,2,4,0.366959810257
apache1,400,6,137,69,0,59,35,0,36,26,0,42,28,4,7,7,0,2,2,0,2,7,0,3,6,0.373045921326
apache1,347,8,144,69,0,59,35,0,41,31,0,44,32,4,7,7,0,2,2,0,2,6,0,3,6,0.374361991882
apache1,277,4,120,61,0,59,35,0,20,15,0,41,26,3,8,6,0,2,2,0,2,5,0,4,6,0.381853103638
apache1,380,4,110,57,0,59,35,0,32,22,0,19,14,3,10,9,0,3,3,0,6,9,0,1,4,0.379321098328
apache1,140,4,120,61,0,59,35,0,29,19,0,32,20,4,6,6,0,1,1,0,3,6,0,2,5,0.301738023758
apache1,145,5,124,61,0,59,35,0,20,20,0,45,32,5,8,7,0,2,2,0,2,6,0,4,7,0.356623888016
