# Options: --keepunused --dodsnsmt --runsmtanalysistype=binarysearch --smtmultithread=allthreads --smtcalcstats --flowsensitive --hazardsensitiveraw --toposortinput
# Format: Benchmark,Trace,Initial-CSs,Initial-Stmts,Initial-Vars,Reduced-CSs,Reduced-Stmts,Reduced-Vars,Init0-CSs,Init0-Stmts,Init0-Vars,Init1-CSs,Init1-Stmts,Init1-Vars,Init2-CSs,Init2-Stmts,Init2-Vars,slice0-CSs,slice0-Stmts,slice0-Vars,slice1-CSs,slice1-Stmts,slice1-Vars,slice2-CSs,slice2-Stmts,slice2-Vars,Time[s]
apache1,379,5,110,57,5,11,7,0,59,35,0,31,22,0,20,14,0,4,4,0,4,7,0,3,6,1.68864703178
apache1,420,4,110,57,4,11,7,0,59,35,0,29,19,0,22,13,0,4,4,0,3,7,0,4,6,1.79820013046
apache1,249,6,120,61,4,12,7,0,59,35,0,28,20,0,33,23,0,4,4,0,5,7,0,3,6,1.99484181404
apache2,15,5,102,55,3,10,7,0,65,38,0,17,15,0,20,19,0,2,2,0,7,7,0,1,6,1.45802998543
apache2,22,4,171,90,2,10,7,0,65,38,0,16,17,0,90,58,0,2,2,0,5,7,0,3,5,1.59061098099
apache2,19,4,171,90,4,10,7,0,65,38,0,14,13,0,92,61,0,2,2,0,4,6,0,4,7,1.60710096359
apache2,21,4,171,90,2,10,7,0,65,38,0,94,61,0,12,15,0,2,2,0,4,5,0,4,7,1.64436793327
apache2,20,4,171,90,2,10,7,0,65,38,0,90,58,0,16,17,0,2,2,0,3,5,0,5,7,1.72471499443
apache2,16,2,78,43,2,10,7,0,65,38,0,6,5,0,7,7,0,2,2,0,3,5,0,5,7,1.4577729702
apache2,17,4,102,55,2,10,7,0,65,38,0,21,18,0,16,12,0,2,2,0,5,7,0,3,5,1.43912100792
apache2,18,3,78,43,3,10,7,0,65,38,0,8,7,0,5,7,0,2,2,0,5,6,0,3,7,1.39335799217
