# Options: --keepunused --dodsnsmt --runsmtanalysistype=binarysearch --smtmultithread=allthreads --smtcalcstats --flowsensitive
# Format: Benchmark,Trace,Initial-CSs,Initial-Stmts,Initial-Vars,Init0-CSs,Init0-Stmts,Init0-Vars,Init1-CSs,Init1-Stmts,Init1-Vars,Init2-CSs,Init2-Stmts,Init2-Vars,Reduced-CSs,Reduced-Stmts,Reduced-Vars,slice0-CSs,slice0-Stmts,slice0-Vars,slice1-CSs,slice1-Stmts,slice1-Vars,slice2-CSs,slice2-Stmts,slice2-Vars,Time[s]
apache1,108,8,110,57,0,59,35,0,17,14,0,34,21,2,15,11,0,6,6,0,1,6,0,8,9,0.604752063751
apache1,113,8,120,61,0,59,35,0,19,19,0,42,29,4,8,7,0,3,3,0,2,7,0,3,6,0.384783029556
apache1,379,7,110,57,0,59,35,0,31,22,0,20,14,5,9,7,0,3,3,0,3,7,0,3,6,0.40372300148
apache1,72,9,120,61,0,59,35,0,21,20,0,40,27,5,10,7,0,4,4,0,2,6,0,4,7,0.437705039978
apache1,160,6,110,57,0,59,35,0,17,14,0,34,20,2,10,7,0,4,4,0,1,5,0,5,6,0.453716993332
apache1,147,8,120,61,0,59,35,0,20,16,0,41,27,4,8,7,0,3,3,0,2,7,0,3,6,0.375422954559
apache1,372,5,110,57,0,59,35,0,31,21,0,20,14,3,9,7,0,3,3,0,3,6,0,3,6,0.426762104034
apache1,71,6,124,61,0,59,35,0,19,14,0,46,29,6,10,7,0,4,4,0,3,7,0,3,6,0.446169137955
apache1,215,6,107,57,0,59,35,0,33,22,0,15,14,4,10,7,0,4,4,0,2,6,0,4,6,0.450058937073
apache1,250,10,140,69,0,59,35,0,36,27,0,45,32,4,9,7,0,3,3,0,3,7,0,3,6,0.414319992065
apache1,398,5,137,69,0,59,35,0,38,25,0,40,26,5,9,7,0,3,3,0,4,7,0,2,6,0.414227962494
apache1,404,3,94,51,0,59,35,0,13,13,0,22,13,3,14,11,0,6,6,0,4,9,0,4,7,0.618544101715
apache1,290,8,110,57,0,59,35,0,22,16,0,29,19,4,8,7,0,3,3,0,3,6,0,2,7,0.365707874298
apache1,184,6,120,61,0,59,35,0,17,18,0,44,28,2,11,7,0,4,4,0,1,5,0,6,6,0.451861858368
apache1,213,7,120,61,0,59,35,0,32,23,0,29,19,5,16,11,0,6,6,0,5,10,0,5,8,0.723579883575
apache1,246,10,120,61,0,59,35,0,27,19,0,34,23,4,11,7,0,4,4,0,4,7,0,3,6,0.515670061111
apache1,380,5,110,57,0,59,35,0,32,22,0,19,14,3,15,11,0,6,6,0,8,10,0,1,5,0.624031066895
apache1,423,3,109,57,0,59,35,0,29,22,0,21,13,3,10,7,0,4,4,0,2,6,0,4,6,0.461824893951
apache1,158,6,109,57,0,59,35,0,17,15,0,33,20,4,10,7,0,4,4,0,2,7,0,4,6,0.465665817261
apache1,382,7,110,57,0,59,35,0,33,23,0,18,14,3,8,7,0,3,3,0,4,7,0,1,4,0.370062828064
apache1,354,7,141,69,0,59,35,0,38,28,0,44,31,3,9,7,0,3,3,0,3,6,0,3,6,0.413222789764
apache1,209,9,144,69,0,59,35,0,41,31,0,44,32,3,9,7,0,3,3,0,3,6,0,3,6,0.458728790283
apache1,408,3,99,53,0,59,35,0,18,15,0,22,13,3,10,7,0,4,4,0,2,6,0,4,6,0.458683013916
apache1,143,5,110,57,0,59,35,0,19,14,0,32,19,3,9,7,0,3,3,0,3,6,0,3,6,0.384594917297
apache1,281,4,124,61,0,59,35,0,20,15,0,45,29,4,9,7,0,3,3,0,3,7,0,3,6,0.466089963913
apache1,214,7,120,61,0,59,35,0,33,23,0,28,18,5,11,7,0,4,4,0,3,7,0,4,6,0.557713985443
apache1,76,7,92,51,0,59,35,0,20,16,0,13,13,5,13,11,0,6,6,0,3,8,0,4,9,0.545518875122
apache1,300,9,110,57,0,59,35,0,22,16,0,29,20,3,16,11,0,6,6,0,4,8,0,6,9,0.688392162323
apache1,279,6,120,61,0,59,35,0,20,16,0,41,26,4,9,7,0,3,3,0,2,7,0,4,6,0.412558078766
apache1,415,3,124,61,0,59,35,0,44,29,0,21,13,3,11,7,0,4,4,0,3,6,0,4,6,0.507582902908
apache1,371,6,124,61,0,59,35,0,44,31,0,21,15,2,9,7,0,3,3,0,1,4,0,5,6,0.435443878174
apache1,306,7,110,57,0,59,35,0,22,16,0,29,19,3,8,7,0,3,3,0,3,7,0,2,6,0.37317109108
apache1,269,7,120,61,0,59,35,0,32,22,0,29,19,5,9,7,0,3,3,0,3,7,0,3,6,0.41305398941
apache1,155,6,110,57,0,59,35,0,17,14,0,34,20,4,11,7,0,4,4,0,2,7,0,5,6,0.466904878616
apache1,366,6,120,61,0,59,35,0,40,28,0,21,15,2,9,7,0,3,3,0,1,4,0,5,6,0.413485050201
apache1,85,3,100,53,0,59,35,0,22,14,0,19,12,3,9,7,0,3,3,0,4,6,0,2,5,0.385509967804
apache1,389,6,124,61,0,59,35,0,22,16,0,43,29,4,8,7,0,3,3,0,3,7,0,2,6,0.390783071518
apache1,159,6,104,55,0,59,35,0,12,13,0,33,20,4,14,11,0,6,6,0,2,9,0,6,9,0.614902019501
apache1,303,8,144,69,0,59,35,0,41,32,0,44,30,4,9,7,0,3,3,0,2,7,0,4,6,0.41171503067
apache1,351,6,110,57,0,59,35,0,27,21,0,24,15,4,9,7,0,3,3,0,2,7,0,4,6,0.443237066269
apache1,394,5,97,53,0,59,35,0,22,15,0,16,15,5,14,11,0,6,6,0,3,8,0,5,9,0.638664007187
