# Options: --keepunused --dodsnsmt --runsmtanalysistype=binarysearch --smtmultithread=allthreads --smtcalcstats
# Format: Benchmark,Trace,Initial-CSs,Initial-Stmts,Initial-Vars,Init0-CSs,Init0-Stmts,Init0-Vars,Init1-CSs,Init1-Stmts,Init1-Vars,Init2-CSs,Init2-Stmts,Init2-Vars,Reduced-CSs,Reduced-Stmts,Reduced-Vars,slice0-CSs,slice0-Stmts,slice0-Vars,slice1-CSs,slice1-Stmts,slice1-Vars,slice2-CSs,slice2-Stmts,slice2-Vars,Time[s]
apache1,293,10,110,57,0,59,35,0,22,16,0,29,20,4,6,6,0,1,1,0,3,5,0,2,6,0.290245056152
apache1,270,11,120,61,0,59,35,0,31,23,0,30,21,3,7,7,0,2,2,0,3,7,0,2,6,0.302437067032
apache1,283,4,124,61,0,59,35,0,21,16,0,44,29,3,6,6,0,1,1,0,2,5,0,3,6,0.302585840225
apache1,141,7,110,57,0,59,35,0,19,15,0,32,20,4,8,8,0,1,1,0,2,6,0,5,7,0.33537197113
apache1,83,5,97,53,0,59,35,0,20,14,0,18,15,2,5,5,0,1,1,0,2,4,0,2,5,0.29597902298
apache1,252,10,144,69,0,59,35,0,40,30,0,45,32,2,6,6,0,1,1,0,3,6,0,2,4,0.296700000763
apache1,362,3,120,61,0,59,35,0,42,28,0,19,14,2,6,6,0,1,1,0,2,4,0,3,6,0.296815872192
apache1,273,7,120,61,0,59,35,0,33,22,0,28,18,5,9,9,0,2,2,0,3,7,0,4,8,0.363389015198
apache1,299,9,110,57,0,59,35,0,22,16,0,29,20,2,8,8,0,1,1,0,3,5,0,4,8,0.337028980255
apache1,206,6,120,61,0,59,35,0,21,19,0,40,28,2,6,6,0,1,1,0,4,5,0,1,2,0.289968967438
apache1,142,6,110,57,0,59,35,0,19,15,0,32,20,2,9,9,0,2,2,0,1,3,0,6,8,0.345397949219
apache1,221,6,137,69,0,59,35,0,40,28,0,38,26,3,6,6,0,1,1,0,2,5,0,3,6,0.32853603363
apache1,216,10,120,61,0,59,35,0,32,23,0,29,21,6,8,6,0,1,1,0,3,5,0,4,6,0.328444957733
apache1,343,12,120,61,0,59,35,0,26,20,0,35,23,4,7,7,0,2,2,0,2,7,0,3,6,0.322654008865
apache1,52,5,120,61,0,59,35,0,30,19,0,31,20,2,8,6,0,1,1,0,5,5,0,2,4,0.330027103424
apache1,109,4,110,57,0,59,35,0,17,13,0,34,21,2,6,6,0,1,1,0,3,6,0,2,4,0.32170009613
apache1,186,8,100,53,0,59,35,0,17,12,0,24,14,4,7,7,0,2,2,0,2,6,0,3,6,0.301559209824
apache1,347,12,144,69,0,59,35,0,41,31,0,44,32,4,7,7,0,2,2,0,2,6,0,3,6,0.34951710701
apache1,248,8,120,61,0,59,35,0,28,20,0,33,22,6,8,6,0,1,1,0,4,6,0,3,5,0.329638957977
apache1,349,6,120,61,0,59,35,0,38,27,0,23,16,2,6,6,0,1,1,0,1,2,0,4,5,0.304386854172
apache1,255,10,140,69,0,59,35,0,36,27,0,45,32,2,6,6,0,1,1,0,3,6,0,2,4,0.310883045197
apache1,364,8,120,61,0,59,35,0,41,28,0,20,15,4,7,7,0,2,2,0,2,7,0,3,6,0.337226867676
