# Options: --keepunused --dodsnsmt --runsmtanalysistype=binarysearch --smtmultithread=abstractenv --smtcalcstats --hazardsensitiveraw --toposortinput --nointrathreadhazard
# Format: Benchmark,Trace,Initial-CSs,Initial-Stmts,Initial-Vars,Init0-CSs,Init0-Stmts,Init0-Vars,Init1-CSs,Init1-Stmts,Init1-Vars,Init2-CSs,Init2-Stmts,Init2-Vars,Reduced-CSs,Reduced-Stmts,Reduced-Vars,slice0-CSs,slice0-Stmts,slice0-Vars,slice1-CSs,slice1-Stmts,slice1-Vars,slice2-CSs,slice2-Stmts,slice2-Vars,Reduced-CSs,Reduced-Stmts,Reduced-Vars,slice0-CSs,slice0-Stmts,slice0-Vars,slice1-CSs,slice1-Stmts,slice1-Vars,slice2-CSs,slice2-Stmts,slice2-Vars,Reduced-CSs,Reduced-Stmts,Reduced-Vars,slice0-CSs,slice0-Stmts,slice0-Vars,slice1-CSs,slice1-Stmts,slice1-Vars,slice2-CSs,slice2-Stmts,slice2-Vars,Time[s]
apache1,353,4,110,57,0,59,35,0,29,21,0,22,15,2,8,8,0,1,1,0,5,8,0,2,4,4,16,11,0,6,6,0,7,10,0,3,6,4,11,9,0,3,3,0,5,9,0,3,6,0.981810808182
apache1,185,4,120,61,0,59,35,0,19,15,0,42,26,2,9,7,0,3,3,0,2,6,0,4,6,2,10,7,0,4,4,0,2,6,0,4,6,2,10,7,0,4,4,0,2,6,0,4,6,0.763581037521
apache1,117,4,110,57,0,59,35,0,17,13,0,34,20,4,6,6,0,1,1,0,2,5,0,3,5,4,7,6,0,2,2,0,2,5,0,3,5,4,9,7,0,3,3,0,2,7,0,4,6,0.584624052048
apache1,425,4,120,61,0,59,35,0,40,26,0,21,13,4,9,7,0,3,3,0,3,6,0,3,6,4,11,7,0,4,4,0,3,6,0,4,6,4,10,7,0,4,4,0,3,7,0,3,6,0.782709121704
apache1,187,2,100,53,0,59,35,0,17,12,0,24,14,2,6,6,0,1,1,0,2,4,0,3,4,2,7,6,0,2,2,0,2,4,0,3,4,2,9,7,0,3,3,0,2,5,0,4,5,0.623271942139
apache1,179,8,124,61,0,59,35,0,21,21,0,44,30,1,6,6,0,1,1,-1,0,0,0,5,6,1,6,6,0,1,1,-1,0,0,0,5,6,2,9,7,0,3,3,0,1,4,0,5,6,0.634016990662
apache1,330,8,140,69,0,59,35,0,37,28,0,44,32,4,7,7,0,2,2,0,2,6,0,3,6,4,8,7,0,3,3,0,2,6,0,3,6,4,8,7,0,3,3,0,2,7,0,3,6,0.718586921692
apache1,223,7,137,69,0,59,35,0,38,26,0,40,29,2,8,6,0,1,1,0,5,5,0,2,4,3,12,7,0,4,4,0,6,7,0,2,5,2,10,6,0,3,3,0,5,5,0,2,4,0.766713142395
apache1,116,8,124,61,0,59,35,0,19,20,0,46,33,4,6,6,0,1,1,0,2,5,0,3,5,4,7,6,0,2,2,0,2,5,0,3,5,4,9,7,0,3,3,0,2,7,0,4,6,0.60939002037
apache1,221,6,137,69,0,59,35,0,40,28,0,38,26,3,6,6,0,1,1,0,2,5,0,3,6,4,9,7,0,3,3,0,3,7,0,3,6,4,9,7,0,3,3,0,3,7,0,3,6,0.735712051392
