# Options: --keepunused --dodsnsmt --runsmtanalysistype=binarysearch --smtmultithread=allthreads --smtcalcstats --flowsensitive --hazardsensitivewar --toposortinput
# Format: Benchmark,Trace,Initial-CSs,Initial-Stmts,Initial-Vars,Reduced-CSs,Reduced-Stmts,Reduced-Vars,Init0-CSs,Init0-Stmts,Init0-Vars,Init1-CSs,Init1-Stmts,Init1-Vars,Init2-CSs,Init2-Stmts,Init2-Vars,slice0-CSs,slice0-Stmts,slice0-Vars,slice1-CSs,slice1-Stmts,slice1-Vars,slice2-CSs,slice2-Stmts,slice2-Vars,Time[s]
apache1,188,3,100,53,3,10,8,0,59,35,0,22,14,0,19,12,0,3,3,0,4,6,0,3,7,1.51256585121
apache1,76,5,92,51,5,14,11,0,59,35,0,20,16,0,13,13,0,6,6,0,4,9,0,4,9,2.2760720253
apache1,144,4,110,57,4,8,7,0,59,35,0,20,15,0,31,19,0,3,3,0,3,7,0,2,6,1.13280797005
apache1,187,2,100,53,2,10,8,0,59,35,0,17,12,0,24,14,0,3,3,0,3,6,0,4,5,1.28221201897
apache1,381,6,110,57,3,8,7,0,59,35,0,31,23,0,20,15,0,3,3,0,3,7,0,2,6,1.1557199955
apache1,140,4,120,61,4,10,8,0,59,35,0,29,19,0,32,20,0,3,3,0,4,8,0,3,6,1.62629699707
apache1,294,6,110,57,5,10,8,0,59,35,0,22,16,0,29,20,0,3,3,0,5,8,0,2,6,1.64801907539
apache1,378,3,110,57,3,10,8,0,59,35,0,30,20,0,21,14,0,3,3,0,3,6,0,4,7,1.61614894867
apache1,281,4,124,61,4,10,8,0,59,35,0,20,15,0,45,29,0,3,3,0,3,7,0,4,7,1.62707400322
apache1,379,5,110,57,5,10,8,0,59,35,0,31,22,0,20,14,0,3,3,0,4,8,0,3,6,1.509319067
apache1,420,4,110,57,4,13,9,0,59,35,0,29,19,0,22,13,0,4,4,0,5,9,0,4,6,1.8707010746
apache1,249,6,120,61,4,13,9,0,59,35,0,28,20,0,33,23,0,4,4,0,5,8,0,4,7,2.04870414734
apache2,15,5,102,55,3,8,7,0,65,38,0,17,15,0,20,19,0,1,1,0,6,7,0,1,6,1.1249871254
apache2,22,4,171,90,2,8,7,0,65,38,0,16,17,0,90,58,0,1,1,0,5,7,0,2,5,1.29395890236
apache2,19,4,171,90,4,8,7,0,65,38,0,14,13,0,92,61,0,1,1,0,3,6,0,4,7,1.3085899353
apache2,21,4,171,90,2,8,7,0,65,38,0,94,61,0,12,15,0,1,1,0,3,5,0,4,7,1.36486291885
apache2,20,4,171,90,2,8,7,0,65,38,0,90,58,0,16,17,0,1,1,0,2,5,0,5,7,1.49638199806
